attempt_id,account_id,borrower_id,event_at,call_id,agent_id,attempt_no,vendor_id,attempt_status,dpd,risk_segment,contact_date,contact_hour,contact_dow
,ACC0014297,BRW0005769,2026-02-20 21:23:21,CALL0015947,AGT0000943,1970-01-01 00:00:00.000000007,VND0000015,,75,MEDIUM,2026-02-20,21,Friday
,ACC0012753,BRW0001948,2026-07-14 06:53:13,CALL0056963,AGT0000425,1970-01-01 00:00:00.000000001,VND0000001,,180,LOW,2026-07-14,6,Tuesday
,ACC0011954,BRW0006717,2026-04-24 14:16:48,CALL0077149,AGT0000695,1970-01-01 00:00:00.000000002,VND0000004,,45,HIGH,2026-04-24,14,Friday
,ACC0003983,BRW0004575,2026-06-12 14:35:21,CALL0046309,AGT0000150,1970-01-01 00:00:00.000000002,VND0000003,,120,LOW,2026-06-12,14,Friday
,ACC0029414,BRW0004614,2026-04-17 05:03:14,CALL0089559,AGT0000468,1970-01-01 00:00:00.000000001,VND0000004,,5,MEDIUM,2026-04-17,5,Friday
,ACC0022834,BRW0000755,2026-01-24 18:23:37,CALL0026604,AGT0000159,1970-01-01 00:00:00.000000005,VND0000010,,45,MEDIUM,2026-01-24,18,Saturday
,ACC0023521,BRW0011376,2026-08-07 09:13:55,CALL0045800,AGT0000057,1970-01-01 00:00:00.000000002,VND0000004,,120,NPA,2026-08-07,9,Friday
,ACC0025375,BRW0003191,2026-04-21 10:30:52,CALL0047734,AGT0000974,1970-01-01 00:00:00.000000001,,,75,MEDIUM,2026-04-21,10,Tuesday
,ACC0022581,BRW0010308,2026-07-09 14:29:21,CALL0029177,AGT0000076,1970-01-01 00:00:00.000000007,VND0000003,,120,LOW,2026-07-09,14,Thursday
,ACC0020420,BRW0008155,2026-07-14 10:57:02,CALL0046351,AGT0000464,1970-01-01 00:00:00.000000006,VND0000011,,45,NPA,2026-07-14,10,Tuesday
,ACC0021499,BRW0009406,2026-06-13 07:35:07,CALL0018362,AGT0000021,1970-01-01 00:00:00.000000006,,,90,MEDIUM,2026-06-13,7,Saturday
,ACC0015849,BRW0000317,2026-07-31 05:04:32,CALL0083441,AGT0000554,1970-01-01 00:00:00.000000001,VND0000004,,120,MEDIUM,2026-07-31,5,Friday
,ACC0000420,BRW0009200,2026-01-03 16:50:49,CALL0031378,AGT0000119,1970-01-01 00:00:00.000000002,VND0000010,,60,HIGH,2026-01-03,16,Saturday
,ACC0020562,BRW0009394,2026-03-15 15:47:15,CALL0081117,AGT0000610,1970-01-01 00:00:00.000000007,VND0000006,,45,MEDIUM,2026-03-15,15,Sunday
,ACC0012303,BRW0001410,2026-03-11 21:55:12,CALL0050928,AGT0000252,1970-01-01 00:00:00.000000004,VND0000005,,15,MEDIUM,2026-03-11,21,Wednesday
,ACC0004234,BRW0004896,2026-07-20 00:27:50,CALL0075979,AGT0000141,1970-01-01 00:00:00.000000001,VND0000015,,90,NPA,2026-07-20,0,Monday
,ACC0019623,BRW0007116,2026-02-28 14:47:48,CALL0017750,AGT0000728,1970-01-01 00:00:00.000000006,VND0000012,,120,MEDIUM,2026-02-28,14,Saturday
,ACC0014451,BRW0003215,2026-01-30 01:07:32,CALL0062373,AGT0000900,1970-01-01 00:00:00.000000001,VND0000006,,0,HIGH,2026-01-30,1,Friday
,ACC0001176,BRW0007183,2026-01-16 21:00:30,CALL0004906,AGT0000908,1970-01-01 00:00:00.000000001,VND0000002,,60,HIGH,2026-01-16,21,Friday
,ACC0021784,BRW0000885,2026-07-26 09:46:12,CALL0063522,AGT0000527,1970-01-01 00:00:00.000000002,VND0000004,,1,LOW,2026-07-26,9,Sunday
,ACC0018095,BRW0009681,2026-07-13 07:28:09,CALL0055827,AGT0000115,1970-01-01 00:00:00.000000005,VND0000010,,120,MEDIUM,2026-07-13,7,Monday
,ACC0004064,BRW0004081,2026-06-02 18:48:43,CALL0086996,AGT0000725,1970-01-01 00:00:00.000000003,VND0000007,,1,HIGH,2026-06-02,18,Tuesday
,ACC0010314,BRW0000368,2026-01-16 07:44:47,CALL0017452,AGT0000247,1970-01-01 00:00:00.000000002,VND0000004,,30,HIGH,2026-01-16,7,Friday
,ACC0026444,BRW0006299,2026-07-12 19:45:22,CALL0047244,AGT0000442,1970-01-01 00:00:00.000000007,VND0000007,,90,HIGH,2026-07-12,19,Sunday
,ACC0004194,BRW0009325,2026-07-21 11:29:45,CALL0039554,AGT0000146,1970-01-01 00:00:00.000000001,VND0000006,,75,MEDIUM,2026-07-21,11,Tuesday
,ACC0011785,BRW0008217,2026-01-01 13:05:41,CALL0083900,AGT0000245,1970-01-01 00:00:00.000000002,VND0000015,,1,MEDIUM,2026-01-01,13,Thursday
,ACC0003073,BRW0001430,2026-02-06 02:25:11,CALL0044951,AGT0000673,1970-01-01 00:00:00.000000006,VND0000002,,1,LOW,2026-02-06,2,Friday
,ACC0006679,BRW0006493,2026-07-31 14:39:56,CALL0053261,AGT0000213,1970-01-01 00:00:00.000000003,VND0000008,,0,LOW,2026-07-31,14,Friday
,ACC0006054,BRW0004390,2026-08-07 16:30:11,CALL0019808,AGT0000432,1970-01-01 00:00:00.000000002,VND0000014,,0,MEDIUM,2026-08-07,16,Friday
,ACC0003189,BRW0010635,2026-06-06 06:12:41,CALL0086929,AGT0000792,1970-01-01 00:00:00.000000004,VND0000010,,0,HIGH,2026-06-06,6,Saturday
,ACC0019559,BRW0002022,2026-06-27 17:56:11,CALL0072858,AGT0000521,1970-01-01 00:00:00.000000004,VND0000011,,180,HIGH,2026-06-27,17,Saturday
,ACC0019891,BRW0005544,2026-01-18 22:53:48,CALL0021958,AGT0000606,1970-01-01 00:00:00.000000002,VND0000009,,45,MEDIUM,2026-01-18,22,Sunday
,ACC0019266,BRW0009342,2026-03-07 10:36:13,CALL0078799,AGT0000045,1970-01-01 00:00:00.000000003,VND0000007,,0,HIGH,2026-03-07,10,Saturday
,ACC0029342,BRW0006542,2026-07-19 01:36:22,CALL0068882,AGT0000193,1970-01-01 00:00:00.000000006,VND0000008,,15,MEDIUM,2026-07-19,1,Sunday
,ACC0013403,BRW0010804,2026-04-09 00:46:09,CALL0008325,AGT0000975,1970-01-01 00:00:00.000000002,VND0000003,,5,LOW,2026-04-09,0,Thursday
,ACC0004598,BRW0010526,2026-06-24 04:30:54,CALL0079438,AGT0000518,1970-01-01 00:00:00.000000004,VND0000004,,60,MEDIUM,2026-06-24,4,Wednesday
,ACC0015261,BRW0003810,2026-03-05 12:12:43,CALL0065654,AGT0000610,1970-01-01 00:00:00.000000004,VND0000012,,90,MEDIUM,2026-03-05,12,Thursday
,ACC0023962,BRW0005274,2026-01-24 22:01:48,CALL0040254,AGT0000369,1970-01-01 00:00:00.000000004,VND0000004,,90,MEDIUM,2026-01-24,22,Saturday
,ACC0009563,BRW0000643,2026-01-28 06:57:09,CALL0079293,AGT0000354,1970-01-01 00:00:00.000000006,VND0000011,,30,MEDIUM,2026-01-28,6,Wednesday
,ACC0015395,BRW0010667,2026-05-06 22:53:27,CALL0038683,AGT0000866,1970-01-01 00:00:00.000000002,VND0000009,,30,LOW,2026-05-06,22,Wednesday
,ACC0004399,BRW0002819,2026-05-18 14:23:39,CALL0055920,AGT0000362,1970-01-01 00:00:00.000000002,VND0000004,,30,NPA,2026-05-18,14,Monday
,ACC0016549,BRW0006595,2026-02-13 00:00:09,CALL0007265,AGT0000510,1970-01-01 00:00:00.000000007,VND0000011,,90,NPA,2026-02-13,0,Friday
,ACC0006876,BRW0002115,2026-04-16 20:22:41,CALL0075242,AGT0000283,1970-01-01 00:00:00.000000002,VND0000009,,45,MEDIUM,2026-04-16,20,Thursday
,ACC0012447,BRW0001763,2026-07-05 07:13:23,CALL0048333,AGT0000295,1970-01-01 00:00:00.000000004,VND0000008,,5,HIGH,2026-07-05,7,Sunday
,ACC0002248,BRW0008972,2026-04-18 13:43:46,CALL0021432,AGT0000011,1970-01-01 00:00:00.000000006,VND0000015,,0,MEDIUM,2026-04-18,13,Saturday
,ACC0025414,BRW0000347,2026-01-21 00:41:07,CALL0057391,AGT0000148,1970-01-01 00:00:00.000000006,VND0000011,,15,NPA,2026-01-21,0,Wednesday
,ACC0020125,BRW0008348,2026-01-13 19:50:22,CALL0074758,AGT0000994,1970-01-01 00:00:00.000000006,VND0000003,,90,LOW,2026-01-13,19,Tuesday
,ACC0016496,BRW0006140,2026-01-28 02:57:25,CALL0058344,AGT0000832,1970-01-01 00:00:00.000000004,VND0000004,,45,NPA,2026-01-28,2,Wednesday
,ACC0029514,BRW0002870,2026-04-26 01:30:00,CALL0028697,AGT0000138,1970-01-01 00:00:00.000000006,VND0000002,,90,LOW,2026-04-26,1,Sunday
,ACC0003516,BRW0011099,2026-02-12 22:31:59,CALL0054120,AGT0000643,1970-01-01 00:00:00.000000006,VND0000008,,1,LOW,2026-02-12,22,Thursday
,ACC0016892,BRW0002077,2026-03-10 03:32:53,CALL0065375,AGT0000065,1970-01-01 00:00:00.000000007,VND0000002,,75,NPA,2026-03-10,3,Tuesday
,ACC0018499,BRW0007498,2026-06-07 10:32:13,CALL0069775,AGT0000768,1970-01-01 00:00:00.000000001,VND0000010,,75,MEDIUM,2026-06-07,10,Sunday
,ACC0029182,BRW0008900,2026-02-24 10:41:42,CALL0060026,AGT0000367,1970-01-01 00:00:00.000000004,VND0000015,,5,HIGH,2026-02-24,10,Tuesday
,ACC0004552,BRW0008510,2026-05-12 11:33:02,CALL0076606,AGT0000707,1970-01-01 00:00:00.000000003,VND0000003,,15,NPA,2026-05-12,11,Tuesday
,ACC0025069,BRW0005627,2026-08-08 01:52:07,CALL0083496,AGT0000836,1970-01-01 00:00:00.000000006,VND0000013,,15,MEDIUM,2026-08-08,1,Saturday
,ACC0007174,BRW0009947,2026-07-02 09:29:40,CALL0025100,AGT0000270,1970-01-01 00:00:00.000000007,VND0000008,,5,MEDIUM,2026-07-02,9,Thursday
,ACC0022238,BRW0007160,2026-07-02 04:23:51,CALL0043666,AGT0000103,1970-01-01 00:00:00.000000005,VND0000015,,120,NPA,2026-07-02,4,Thursday
,ACC0000593,BRW0011425,2026-04-27 19:07:17,CALL0026935,AGT0000047,1970-01-01 00:00:00.000000004,VND0000008,,120,MEDIUM,2026-04-27,19,Monday
,ACC0024755,BRW0000766,2026-05-20 11:03:56,CALL0044499,AGT0000416,1970-01-01 00:00:00.000000002,VND0000001,,90,LOW,2026-05-20,11,Wednesday
,ACC0005201,BRW0003426,2026-06-20 09:16:17,CALL0024460,AGT0000218,1970-01-01 00:00:00.000000007,VND0000005,,45,HIGH,2026-06-20,9,Saturday
,ACC0014830,BRW0005048,2026-04-22 08:23:39,CALL0062443,AGT0000551,1970-01-01 00:00:00.000000004,VND0000008,,75,HIGH,2026-04-22,8,Wednesday
,ACC0007442,BRW0001519,2026-05-08 06:05:52,CALL0071883,AGT0000280,1970-01-01 00:00:00.000000004,VND0000009,,60,HIGH,2026-05-08,6,Friday
,ACC0015904,BRW0003427,2026-05-30 18:10:57,CALL0017137,AGT0000487,1970-01-01 00:00:00.000000005,VND0000006,,120,MEDIUM,2026-05-30,18,Saturday
,ACC0010982,BRW0007873,2026-07-28 07:38:24,CALL0053046,AGT0000540,1970-01-01 00:00:00.000000002,VND0000004,,45,LOW,2026-07-28,7,Tuesday
,ACC0012616,BRW0002467,2026-01-23 19:17:16,CALL0013057,AGT0000568,1970-01-01 00:00:00.000000001,VND0000002,,0,NPA,2026-01-23,19,Friday
,ACC0008717,BRW0009632,2026-02-21 14:35:59,CALL0032031,AGT0000509,1970-01-01 00:00:00.000000005,VND0000009,,60,MEDIUM,2026-02-21,14,Saturday
,ACC0021083,BRW0010045,2026-07-15 10:18:33,CALL0025428,AGT0000511,1970-01-01 00:00:00.000000004,VND0000011,,1,LOW,2026-07-15,10,Wednesday
,ACC0017001,BRW0008586,2026-06-15 18:57:06,CALL0074009,AGT0000485,1970-01-01 00:00:00.000000006,VND0000004,,60,HIGH,2026-06-15,18,Monday
,ACC0021605,BRW0007405,2026-02-25 01:34:25,CALL0058560,AGT0000819,1970-01-01 00:00:00.000000006,VND0000011,,75,NPA,2026-02-25,1,Wednesday
,ACC0012263,BRW0011633,2026-05-27 12:45:00,CALL0012377,AGT0000213,1970-01-01 00:00:00.000000007,VND0000013,,45,MEDIUM,2026-05-27,12,Wednesday
,ACC0027248,BRW0011770,2026-08-01 11:19:27,CALL0035739,AGT0000206,1970-01-01 00:00:00.000000001,VND0000010,,5,HIGH,2026-08-01,11,Saturday
,ACC0006246,BRW0010177,2026-03-06 02:57:22,CALL0043492,AGT0000827,1970-01-01 00:00:00.000000004,VND0000011,,1,HIGH,2026-03-06,2,Friday
,ACC0020666,BRW0009464,2026-01-10 14:04:36,CALL0056787,AGT0000885,1970-01-01 00:00:00.000000006,VND0000015,,5,MEDIUM,2026-01-10,14,Saturday
,ACC0016262,BRW0005664,2026-06-12 03:13:11,CALL0050195,AGT0000586,1970-01-01 00:00:00.000000004,VND0000008,,0,HIGH,2026-06-12,3,Friday
,ACC0009813,BRW0002609,2026-05-16 02:34:37,CALL0084765,AGT0000056,1970-01-01 00:00:00.000000001,VND0000009,,5,MEDIUM,2026-05-16,2,Saturday
,ACC0009733,BRW0009221,2026-01-04 15:37:18,CALL0066880,AGT0000012,1970-01-01 00:00:00.000000002,VND0000011,,45,MEDIUM,2026-01-04,15,Sunday
,ACC0009497,BRW0007264,2026-02-19 13:57:38,CALL0075164,AGT0000103,1970-01-01 00:00:00.000000003,VND0000007,,30,MEDIUM,2026-02-19,13,Thursday
,ACC0002699,BRW0010998,2026-06-30 05:30:29,CALL0069920,AGT0000452,1970-01-01 00:00:00.000000003,VND0000012,,180,MEDIUM,2026-06-30,5,Tuesday
,ACC0009413,BRW0004567,2026-01-29 15:55:38,CALL0070383,AGT0000004,1970-01-01 00:00:00.000000001,VND0000014,,0,LOW,2026-01-29,15,Thursday
,ACC0016600,BRW0003691,2026-05-07 10:31:04,CALL0069808,AGT0000325,1970-01-01 00:00:00.000000005,VND0000007,,0,NPA,2026-05-07,10,Thursday
,ACC0024534,BRW0010919,2026-07-15 00:06:51,CALL0077976,AGT0000928,1970-01-01 00:00:00.000000001,VND0000006,,5,MEDIUM,2026-07-15,0,Wednesday
,ACC0014355,BRW0005731,2026-04-21 19:15:49,CALL0029434,AGT0000811,1970-01-01 00:00:00.000000006,VND0000005,,0,LOW,2026-04-21,19,Tuesday
,ACC0027090,BRW0000237,2026-04-19 15:53:09,CALL0055313,AGT0000070,1970-01-01 00:00:00.000000002,VND0000006,,120,LOW,2026-04-19,15,Sunday
,ACC0009725,BRW0009150,2026-01-31 03:21:36,CALL0053131,AGT0000626,1970-01-01 00:00:00.000000006,VND0000001,,75,NPA,2026-01-31,3,Saturday
,ACC0011372,BRW0010718,2026-05-17 01:19:12,CALL0022480,AGT0000940,1970-01-01 00:00:00.000000006,VND0000009,,180,LOW,2026-05-17,1,Sunday
,ACC0015049,BRW0011719,2026-04-22 10:39:19,CALL0040796,AGT0000431,1970-01-01 00:00:00.000000006,VND0000013,,180,MEDIUM,2026-04-22,10,Wednesday
,ACC0023463,BRW0010355,2026-07-15 07:57:50,CALL0081469,AGT0000125,1970-01-01 00:00:00.000000003,VND0000004,,60,LOW,2026-07-15,7,Wednesday
,ACC0003787,BRW0003312,2026-07-03 09:13:01,CALL0079521,AGT0000710,1970-01-01 00:00:00.000000003,VND0000007,,0,LOW,2026-07-03,9,Friday
,ACC0006303,BRW0007345,2026-02-10 20:05:39,CALL0053896,AGT0000431,1970-01-01 00:00:00.000000004,VND0000007,,60,NPA,2026-02-10,20,Tuesday
,ACC0013202,BRW0006438,2026-05-26 17:50:58,CALL0043960,AGT0000871,1970-01-01 00:00:00.000000006,VND0000009,,1,LOW,2026-05-26,17,Tuesday
,ACC0020743,BRW0009062,2026-02-19 04:56:34,CALL0082945,AGT0000808,1970-01-01 00:00:00.000000004,VND0000008,,180,LOW,2026-02-19,4,Thursday
,ACC0008402,BRW0006322,2026-02-10 10:04:12,CALL0079425,AGT0000391,1970-01-01 00:00:00.000000006,VND0000004,,30,HIGH,2026-02-10,10,Tuesday
,ACC0026618,BRW0003012,2026-02-22 05:00:48,CALL0052017,AGT0000786,1970-01-01 00:00:00.000000004,VND0000004,,120,HIGH,2026-02-22,5,Sunday
,ACC0007025,BRW0010058,2026-01-15 01:14:29,CALL0031651,AGT0000874,1970-01-01 00:00:00.000000007,VND0000012,,30,HIGH,2026-01-15,1,Thursday
,ACC0015385,BRW0002937,2026-02-13 03:32:33,CALL0045880,AGT0000283,1970-01-01 00:00:00.000000004,VND0000015,,1,MEDIUM,2026-02-13,3,Friday
,ACC0018525,BRW0007673,2026-06-22 20:53:49,CALL0033640,AGT0000122,1970-01-01 00:00:00.000000002,VND0000007,,180,MEDIUM,2026-06-22,20,Monday
,ACC0013255,BRW0005809,2026-01-22 12:49:12,CALL0060421,AGT0000181,1970-01-01 00:00:00.000000003,VND0000007,,1,HIGH,2026-01-22,12,Thursday
,ACC0005341,BRW0008851,2026-06-01 21:55:16,CALL0071468,AGT0000638,1970-01-01 00:00:00.000000004,,,5,LOW,2026-06-01,21,Monday
,ACC0001222,BRW0006735,2026-04-09 14:23:04,CALL0068295,AGT0000388,1970-01-01 00:00:00.000000002,VND0000013,,0,MEDIUM,2026-04-09,14,Thursday
,ACC0006766,BRW0010431,2026-02-15 13:33:57,CALL0072826,AGT0000999,1970-01-01 00:00:00.000000004,VND0000012,,60,HIGH,2026-02-15,13,Sunday
,ACC0005529,BRW0010328,2026-05-05 16:25:31,CALL0024161,AGT0000934,1970-01-01 00:00:00.000000005,VND0000003,,120,LOW,2026-05-05,16,Tuesday
,ACC0027776,BRW0010682,2026-07-03 03:47:11,CALL0056174,AGT0000572,1970-01-01 00:00:00.000000006,VND0000008,,30,HIGH,2026-07-03,3,Friday
,ACC0026923,BRW0007747,2026-04-21 11:22:56,CALL0004569,AGT0000819,1970-01-01 00:00:00.000000005,VND0000008,,30,NPA,2026-04-21,11,Tuesday
,ACC0020876,BRW0011298,2026-04-29 04:23:37,CALL0038383,AGT0000044,1970-01-01 00:00:00.000000001,VND0000012,,5,LOW,2026-04-29,4,Wednesday
,ACC0010511,BRW0006850,2026-08-01 08:17:54,CALL0086933,AGT0000860,1970-01-01 00:00:00.000000005,VND0000015,,180,LOW,2026-08-01,8,Saturday
,ACC0014840,BRW0006822,2026-05-10 17:21:26,CALL0050628,AGT0000193,1970-01-01 00:00:00.000000006,VND0000006,,120,MEDIUM,2026-05-10,17,Sunday
,ACC0014028,BRW0008662,2026-01-03 00:44:25,CALL0082313,AGT0000219,1970-01-01 00:00:00.000000005,VND0000005,,1,LOW,2026-01-03,0,Saturday
,ACC0003506,BRW0007993,2026-01-27 23:52:06,CALL0076026,AGT0000481,1970-01-01 00:00:00.000000004,VND0000008,,60,HIGH,2026-01-27,23,Tuesday
,ACC0011609,BRW0011805,2026-03-01 11:29:19,CALL0047223,AGT0000069,1970-01-01 00:00:00.000000004,VND0000006,,180,LOW,2026-03-01,11,Sunday
,ACC0018440,BRW0008140,2026-01-28 07:17:58,CALL0041761,AGT0000722,1970-01-01 00:00:00.000000001,VND0000004,,1,NPA,2026-01-28,7,Wednesday
,ACC0018858,BRW0011163,2026-06-18 22:44:23,CALL0045256,AGT0000270,1970-01-01 00:00:00.000000002,VND0000014,,180,HIGH,2026-06-18,22,Thursday
,ACC0003441,BRW0005521,2026-08-07 19:53:48,CALL0025197,AGT0000306,1970-01-01 00:00:00.000000006,VND0000004,,1,HIGH,2026-08-07,19,Friday
,ACC0003713,BRW0010575,2026-01-30 07:50:30,CALL0033865,AGT0000801,1970-01-01 00:00:00.000000001,VND0000013,,75,HIGH,2026-01-30,7,Friday
,ACC0024006,BRW0009698,2026-02-06 19:35:51,CALL0059273,AGT0000763,1970-01-01 00:00:00.000000004,VND0000011,,90,MEDIUM,2026-02-06,19,Friday
,ACC0029383,BRW0000423,2026-02-19 13:57:43,CALL0073678,AGT0000870,1970-01-01 00:00:00.000000003,VND0000015,,180,HIGH,2026-02-19,13,Thursday
,ACC0023231,BRW0010327,2026-03-16 20:43:07,CALL0082269,AGT0000319,1970-01-01 00:00:00.000000006,VND0000014,,90,HIGH,2026-03-16,20,Monday
,ACC0002817,BRW0002295,2026-03-17 15:41:50,CALL0085691,AGT0000371,1970-01-01 00:00:00.000000007,VND0000011,,120,HIGH,2026-03-17,15,Tuesday
,ACC0020206,BRW0000704,2026-01-24 16:12:23,CALL0087752,AGT0000915,1970-01-01 00:00:00.000000004,VND0000003,,15,NPA,2026-01-24,16,Saturday
,ACC0025501,BRW0009871,2026-05-13 18:09:50,CALL0078913,AGT0000757,1970-01-01 00:00:00.000000001,VND0000001,,15,NPA,2026-05-13,18,Wednesday
,ACC0010971,BRW0004874,2026-03-23 05:24:41,CALL0020358,AGT0000521,1970-01-01 00:00:00.000000007,VND0000011,,1,NPA,2026-03-23,5,Monday
,ACC0004295,BRW0010502,2026-05-19 11:49:20,CALL0069333,AGT0000710,1970-01-01 00:00:00.000000003,VND0000010,,0,HIGH,2026-05-19,11,Tuesday
,ACC0007797,BRW0003364,2026-03-14 05:00:41,CALL0030691,AGT0000399,1970-01-01 00:00:00.000000007,VND0000013,,5,NPA,2026-03-14,5,Saturday
,ACC0020219,BRW0000419,2026-07-21 10:46:14,CALL0026247,AGT0000639,1970-01-01 00:00:00.000000006,VND0000015,,90,HIGH,2026-07-21,10,Tuesday
,ACC0010864,BRW0009829,2026-02-16 05:15:04,CALL0062865,AGT0000982,1970-01-01 00:00:00.000000003,VND0000009,,0,NPA,2026-02-16,5,Monday
,ACC0014132,BRW0007461,2026-07-15 19:23:32,CALL0068394,AGT0000210,1970-01-01 00:00:00.000000006,VND0000008,,180,MEDIUM,2026-07-15,19,Wednesday
,ACC0025054,BRW0006714,2026-07-11 13:10:33,CALL0043775,AGT0000455,1970-01-01 00:00:00.000000001,VND0000010,,45,MEDIUM,2026-07-11,13,Saturday
,ACC0009677,BRW0009288,2026-03-19 08:40:03,CALL0043270,AGT0000664,1970-01-01 00:00:00.000000005,VND0000010,,30,HIGH,2026-03-19,8,Thursday
,ACC0025456,BRW0000193,2026-06-19 19:54:21,CALL0065525,AGT0000509,1970-01-01 00:00:00.000000003,VND0000012,,5,LOW,2026-06-19,19,Friday
,ACC0010021,BRW0000732,2026-07-16 19:50:19,CALL0003140,AGT0000722,1970-01-01 00:00:00.000000005,VND0000004,,60,HIGH,2026-07-16,19,Thursday
,ACC0006528,BRW0007217,2026-02-11 23:32:33,CALL0070662,AGT0000952,1970-01-01 00:00:00.000000004,VND0000008,,15,NPA,2026-02-11,23,Wednesday
,ACC0022122,BRW0001728,2026-01-09 19:19:50,CALL0031390,AGT0000667,1970-01-01 00:00:00.000000003,VND0000014,,1,NPA,2026-01-09,19,Friday
,ACC0026554,BRW0001834,2026-07-10 08:34:31,CALL0036455,AGT0000070,1970-01-01 00:00:00.000000007,VND0000013,,30,NPA,2026-07-10,8,Friday
,ACC0027149,BRW0005630,2026-05-29 11:24:30,CALL0053640,AGT0000861,1970-01-01 00:00:00.000000001,VND0000015,,15,MEDIUM,2026-05-29,11,Friday
,ACC0023567,BRW0003692,2026-06-04 21:32:02,CALL0024301,AGT0000896,1970-01-01 00:00:00.000000003,VND0000002,,180,MEDIUM,2026-06-04,21,Thursday
,ACC0019404,BRW0003516,2026-04-07 08:54:25,CALL0065491,AGT0000123,1970-01-01 00:00:00.000000004,VND0000011,,0,MEDIUM,2026-04-07,8,Tuesday
,ACC0021347,BRW0005104,2026-01-18 18:13:30,CALL0064250,AGT0000721,1970-01-01 00:00:00.000000001,VND0000007,,90,NPA,2026-01-18,18,Sunday
,ACC0026940,BRW0007351,2026-07-06 17:14:40,CALL0030763,AGT0000811,1970-01-01 00:00:00.000000003,VND0000003,,5,MEDIUM,2026-07-06,17,Monday
,ACC0000311,BRW0009207,2026-03-01 03:56:55,CALL0051582,AGT0000031,1970-01-01 00:00:00.000000007,VND0000003,,0,NPA,2026-03-01,3,Sunday
,ACC0029081,BRW0007274,2026-04-21 00:10:30,CALL0031636,AGT0000372,1970-01-01 00:00:00.000000004,VND0000002,,90,MEDIUM,2026-04-21,0,Tuesday
,ACC0020515,BRW0001751,2026-02-12 02:57:18,CALL0030051,AGT0000464,1970-01-01 00:00:00.000000001,VND0000011,,1,MEDIUM,2026-02-12,2,Thursday
,ACC0023674,BRW0010635,2026-05-15 03:16:32,CALL0052614,AGT0000779,1970-01-01 00:00:00.000000002,VND0000014,,180,MEDIUM,2026-05-15,3,Friday
,ACC0014454,BRW0005643,2026-05-14 04:18:59,CALL0035539,AGT0000120,1970-01-01 00:00:00.000000006,VND0000008,,1,NPA,2026-05-14,4,Thursday
,ACC0006687,BRW0000906,2026-05-24 05:20:28,CALL0010702,AGT0000231,1970-01-01 00:00:00.000000003,VND0000011,,1,HIGH,2026-05-24,5,Sunday
,ACC0011258,BRW0007282,2026-01-09 00:29:04,CALL0081915,AGT0000825,1970-01-01 00:00:00.000000003,VND0000013,,1,HIGH,2026-01-09,0,Friday
,ACC0021928,BRW0000010,2026-04-26 10:18:12,CALL0053341,AGT0000204,1970-01-01 00:00:00.000000006,VND0000010,,90,LOW,2026-04-26,10,Sunday
,ACC0008672,BRW0003181,2026-05-26 23:53:47,CALL0074209,AGT0000909,1970-01-01 00:00:00.000000002,VND0000005,,180,NPA,2026-05-26,23,Tuesday
,ACC0009009,BRW0009064,2026-02-15 19:26:03,CALL0077628,AGT0000199,1970-01-01 00:00:00.000000006,VND0000009,,75,LOW,2026-02-15,19,Sunday
,ACC0008283,BRW0003600,2026-02-21 09:08:27,CALL0071151,AGT0000313,1970-01-01 00:00:00.000000001,VND0000015,,180,MEDIUM,2026-02-21,9,Saturday
,ACC0002199,BRW0008338,2026-07-12 16:48:31,CALL0035526,AGT0000723,1970-01-01 00:00:00.000000006,VND0000009,,90,MEDIUM,2026-07-12,16,Sunday
,ACC0020387,BRW0011079,2026-05-16 04:04:05,CALL0048649,AGT0000474,1970-01-01 00:00:00.000000006,VND0000006,,1,MEDIUM,2026-05-16,4,Saturday
,ACC0017585,BRW0000478,2026-04-12 18:34:19,CALL0053369,AGT0000063,1970-01-01 00:00:00.000000002,VND0000010,,15,NPA,2026-04-12,18,Sunday
,ACC0006316,BRW0000802,2026-08-01 07:34:23,CALL0027069,AGT0000364,1970-01-01 00:00:00.000000005,VND0000015,,1,NPA,2026-08-01,7,Saturday
,ACC0014915,BRW0009992,2026-05-23 04:10:46,CALL0080138,AGT0000902,1970-01-01 00:00:00.000000004,VND0000003,,45,MEDIUM,2026-05-23,4,Saturday
,ACC0027169,BRW0004430,2026-01-26 00:57:06,CALL0012138,AGT0000626,1970-01-01 00:00:00.000000001,VND0000002,,30,HIGH,2026-01-26,0,Monday
,ACC0002661,BRW0011067,2026-04-12 20:33:23,CALL0046075,AGT0000632,1970-01-01 00:00:00.000000006,VND0000008,,15,HIGH,2026-04-12,20,Sunday
,ACC0010481,BRW0001152,2026-02-26 11:48:56,CALL0007707,AGT0000257,1970-01-01 00:00:00.000000002,VND0000002,,5,NPA,2026-02-26,11,Thursday
,ACC0025616,BRW0003059,2026-08-05 18:42:11,CALL0078433,AGT0000313,1970-01-01 00:00:00.000000006,VND0000001,,45,NPA,2026-08-05,18,Wednesday
,ACC0015793,BRW0002828,2026-01-31 01:25:18,CALL0060619,AGT0000833,1970-01-01 00:00:00.000000003,VND0000006,,30,LOW,2026-01-31,1,Saturday
,ACC0012655,BRW0005266,2026-07-07 18:15:09,CALL0024146,AGT0000615,1970-01-01 00:00:00.000000006,VND0000004,,30,LOW,2026-07-07,18,Tuesday
